id_venta,fecha,ciudad,region,canal,categoria,producto,segmento_cliente,metodo_pago,precio_unitario,cantidad,descuento,ingreso,costo,utilidad,satisfaccion,dias_envio,devuelto
V100204,2023-01-23,Lima,Costa,App movil,Moda,Zapatillas Urbanas,VIP,Efectivo,100.77,4,0.093,365.59,221.69,143.9,5.0,4,False
V107391,2023-01-23,Piura,Norte,Tienda fisica,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta credito,560.66,1,0.0,560.66,459.74,100.92,4.0,0,False
V108639,2023-01-23,Huancayo,Centro,Web,Moda,Zapatillas Urbanas,Nuevo,Tarjeta debito,92.98,5,0.023,454.21,255.7,198.51,4.0,5,False
V103995,2023-01-23,Chiclayo,Norte,App movil,Moda,Zapatillas Urbanas,Recurrente,Billetera digital,107.29,2,0.017,210.93,118.02,92.91,4.0,6,False
V104221,2023-01-23,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Nuevo,Tarjeta credito,126.4,2,0.069,235.36,139.04,96.32,3.5,0,False
V104417,2023-01-23,Lima,Costa,Web,Hogar,Juego de Sabanas,VIP,Tarjeta credito,266.97,4,0.14,918.38,715.48,202.9,3.5,5,False
V111317,2023-01-23,Arequipa,Sur,Tienda fisica,Moda,Vestido Casual,Recurrente,Efectivo,93.52,5,0.0,467.6,257.18,210.42,4.0,0,False
V110040,2023-01-24,Lima,Costa,Web,Moda,Zapatillas Urbanas,Recurrente,Efectivo,22.41,1,0.078,20.66,12.33,8.33,5.0,3,False
V110379,2023-01-24,Lima,Costa,Tienda fisica,Hogar,Set de Ollas,Recurrente,Billetera digital,97.89,4,0.0,391.56,262.35,129.21,5.0,0,False
V106736,2023-01-24,Arequipa,Sur,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Nuevo,Tarjeta debito,682.52,1,0.0,682.52,532.37,150.15,5.0,0,False
V100518,2023-01-24,Cusco,Sur,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,305.23,2,0.0,610.46,500.58,109.88,4.5,0,False
V106826,2023-01-24,Lima,Costa,Web,Moda,Vestido Casual,Recurrente,Tarjeta debito,147.5,5,0.098,665.22,405.63,259.59,4.5,4,False
V105661,2023-01-25,Trujillo,Norte,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Tarjeta debito,190.74,1,0.026,185.78,156.41,29.37,3.0,0,False
V109964,2023-01-25,Trujillo,Norte,Web,Moda,Jean Slim,Recurrente,Tarjeta credito,96.28,3,0.059,271.8,158.86,112.94,3.0,7,False
V103800,2023-01-25,Lima,Costa,Tienda fisica,Hogar,Set de Ollas,VIP,Efectivo,88.82,4,0.0,355.28,238.04,117.24,3.5,0,False
V105685,2023-01-25,Lima,Costa,Tienda fisica,Moda,Vestido Casual,Recurrente,Tarjeta credito,113.01,1,0.055,106.79,62.16,44.63,3.5,0,False
V111523,2023-01-25,Lima,Costa,Marketplace,Moda,Zapatillas Urbanas,Recurrente,Billetera digital,137.58,1,0.081,126.44,75.67,50.77,5.0,4,False
V101567,2023-01-26,Lima,Costa,App movil,Tecnologia,Smartphone X,VIP,Tarjeta debito,442.57,1,0.142,379.73,362.91,16.82,3.0,1,False
V103070,2023-01-26,Lima,Costa,Tienda fisica,Tecnologia,Laptop Pro 14,Nuevo,Efectivo,212.35,4,0.081,780.6,696.51,84.09,3.5,0,False
V108872,2023-01-26,Tacna,Sur,Web,Moda,Polo Basico,Recurrente,Tarjeta credito,91.22,4,0.129,317.81,200.68,117.13,4.0,7,False
V102570,2023-01-26,Lima,Costa,Tienda fisica,Belleza,Perfume 100ml,Nuevo,Billetera digital,64.94,5,0.075,300.35,162.35,138.0,5.0,0,False
V111496,2023-01-26,Lima,Costa,Web,Electrodomesticos,Microondas 30L,Recurrente,Tarjeta credito,637.62,1,0.055,602.55,497.34,105.21,3.0,3,False
V102051,2023-01-26,Arequipa,Sur,Tienda fisica,Deportes,Balon Pro,Nuevo,Efectivo,351.96,2,0.022,688.43,492.74,195.69,4.0,0,False
V104815,2023-01-26,Trujillo,Norte,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta credito,135.93,3,0.03,395.56,273.22,122.34,5.0,0,False
V110462,2023-01-26,Iquitos,Oriente,Web,Moda,Zapatillas Urbanas,Nuevo,Efectivo,85.81,3,0.05,244.56,141.59,102.97,5.0,5,False
V111839,2023-01-26,Lima,Costa,Web,Tecnologia,Smartphone X,Recurrente,Billetera digital,247.97,5,0.072,1150.58,1016.68,133.9,3.5,1,False
V100811,2023-01-27,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Nuevo,Tarjeta credito,169.76,2,0.116,300.14,227.48,72.66,4.0,0,False
V102533,2023-01-27,Arequipa,Sur,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Nuevo,Tarjeta credito,689.13,1,0.048,656.05,537.52,118.53,4.0,0,False
V111196,2023-01-27,Lima,Costa,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta credito,501.41,1,0.0,501.41,391.1,110.31,4.0,0,False
V104791,2023-01-27,Cusco,Sur,Tienda fisica,Moda,Zapatillas Urbanas,Recurrente,Billetera digital,133.75,1,0.008,132.68,73.56,59.12,5.0,0,False
V103531,2023-01-27,Lima,Costa,Web,Belleza,Secadora de Cabello,Recurrente,Tarjeta debito,104.7,3,0.042,300.91,157.05,143.86,5.0,8,False
V106750,2023-01-27,Lima,Costa,App movil,Electrodomesticos,Refrigeradora 400L,Nuevo,Tarjeta debito,675.3,1,0.044,645.59,526.73,118.86,5.0,1,False
V107866,2023-01-28,Lima,Costa,Web,Deportes,Bicicleta MTB,Recurrente,Tarjeta credito,12.0,3,0.02,35.28,25.2,10.08,4.5,7,False
V110718,2023-01-28,Chiclayo,Norte,Marketplace,Electrodomesticos,Aspiradora Robot,Nuevo,Efectivo,470.46,1,0.113,417.3,366.96,50.34,5.0,2,False
V100682,2023-01-28,Arequipa,Sur,Web,Tecnologia,Smartphone X,Recurrente,Tarjeta debito,352.35,4,0.035,1360.07,1155.71,204.36,4.0,1,False
V109796,2023-01-28,Trujillo,Norte,Tienda fisica,Deportes,Mancuernas 10kg,VIP,Tarjeta credito,198.31,4,0.16,666.32,555.27,111.05,3.5,0,False
V110508,2023-01-28,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Recurrente,Efectivo,147.45,1,0.036,142.14,98.79,43.35,2.5,0,False
V111181,2023-01-28,Iquitos,Oriente,Web,Electrodomesticos,Lavadora 12kg,VIP,Efectivo,420.52,1,0.173,347.77,328.01,19.76,4.5,2,False
V106600,2023-01-28,Lima,Costa,Web,Belleza,Perfume 100ml,Nuevo,Tarjeta debito,135.45,2,0.095,245.16,135.45,109.71,5.0,6,False
V110418,2023-01-29,Arequipa,Sur,Marketplace,Tecnologia,Tablet Air,Nuevo,Tarjeta credito,280.58,3,0.063,788.71,690.23,98.48,4.0,6,False
V110342,2023-01-29,Lima,Costa,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Billetera digital,268.02,1,0.017,263.46,219.78,43.68,4.0,0,False
V108500,2023-01-29,Cusco,Sur,Tienda fisica,Belleza,Secadora de Cabello,Nuevo,Tarjeta credito,79.88,2,0.033,154.49,79.88,74.61,5.0,0,False
V107578,2023-01-29,Iquitos,Oriente,Tienda fisica,Tecnologia,Smartphone X,VIP,Tarjeta credito,402.81,1,0.119,354.88,330.3,24.58,3.0,0,False
V108937,2023-01-29,Arequipa,Sur,Tienda fisica,Belleza,Secadora de Cabello,Nuevo,Billetera digital,42.05,5,0.048,200.16,105.12,95.04,4.0,0,False
V104336,2023-01-29,Arequipa,Sur,App movil,Tecnologia,Audifonos ANC,Recurrente,Billetera digital,299.87,1,0.0,299.87,245.89,53.98,4.5,1,True
V100825,2023-01-29,Arequipa,Sur,App movil,Deportes,Balon Pro,VIP,Tarjeta credito,240.04,5,0.059,1129.39,840.14,289.25,4.0,2,False
V106410,2023-01-29,Chiclayo,Norte,App movil,Deportes,Bicicleta MTB,Recurrente,Billetera digital,140.14,1,0.0,140.14,98.1,42.04,4.5,1,False
V100238,2023-01-29,Chiclayo,Norte,Tienda fisica,Belleza,Serum Facial,Recurrente,Tarjeta debito,39.34,3,0.079,108.7,59.01,49.69,3.0,0,False
V101948,2023-01-29,Lima,Costa,Tienda fisica,Belleza,Secadora de Cabello,Nuevo,Tarjeta credito,87.12,2,0.032,168.66,87.12,81.54,3.0,0,False
V105571,2023-01-30,Arequipa,Sur,Web,Tecnologia,"Monitor 27""",Nuevo,Tarjeta credito,431.87,1,0.004,430.14,354.13,76.01,4.5,7,False
V101928,2023-01-30,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Nuevo,Billetera digital,93.97,3,0.068,262.74,188.88,73.86,4.5,0,False
V104500,2023-01-30,Lima,Costa,Tienda fisica,Deportes,Balon Pro,Recurrente,Efectivo,12.0,3,0.016,35.42,25.2,10.22,4.0,0,False
V100796,2023-01-30,Lima,Costa,Web,Deportes,Colchoneta Yoga,VIP,Efectivo,166.42,3,0.099,449.83,349.48,100.35,3.0,1,False
V108480,2023-01-31,Lima,Costa,App movil,Moda,Jean Slim,Recurrente,Tarjeta credito,31.23,5,0.009,154.74,85.88,68.86,4.5,4,False
V109472,2023-01-31,Arequipa,Sur,App movil,Belleza,Perfume 100ml,Recurrente,Tarjeta credito,108.85,2,0.033,210.52,108.85,101.67,4.5,2,False
V104166,2023-01-31,Arequipa,Sur,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta credito,68.5,3,0.045,196.25,137.68,58.57,3.0,0,False
V110371,2023-01-31,Lima,Costa,App movil,Tecnologia,Laptop Pro 14,Nuevo,Billetera digital,358.83,4,0.085,1313.32,1176.96,136.36,5.0,2,False
V107487,2023-01-31,Lima,Costa,Tienda fisica,Hogar,Juego de Sabanas,Nuevo,Efectivo,192.65,1,0.056,181.86,129.08,52.78,3.5,0,False
V110522,2023-01-31,Lima,Costa,Web,Hogar,Juego de Sabanas,Nuevo,Tarjeta debito,145.56,2,0.017,286.17,195.05,91.12,4.5,8,False
V104402,2023-01-31,Cusco,Sur,Tienda fisica,Deportes,Balon Pro,Recurrente,Billetera digital,114.12,2,0.05,216.83,159.77,57.06,4.0,0,False
V107519,2023-02-01,Trujillo,Norte,Tienda fisica,Moda,Zapatillas Urbanas,VIP,Tarjeta credito,108.73,3,0.107,291.29,179.4,111.89,4.5,0,False
V109753,2023-02-01,Huancayo,Centro,Tienda fisica,Tecnologia,Tablet Air,Nuevo,Tarjeta credito,260.42,3,0.027,760.17,640.63,119.54,4.0,0,False
V101044,2023-02-01,Lima,Costa,Tienda fisica,Belleza,Secadora de Cabello,Recurrente,Efectivo,96.93,5,0.058,456.54,242.32,214.22,3.5,0,False
V103878,2023-02-01,Arequipa,Sur,Marketplace,Hogar,Juego de Sabanas,Nuevo,Tarjeta credito,254.3,4,0.056,960.24,681.52,278.72,5.0,7,False
V103804,2023-02-01,Trujillo,Norte,Web,Hogar,Lampara LED,Recurrente,Efectivo,122.85,3,0.11,328.01,246.93,81.08,3.5,3,False
V105205,2023-02-01,Lima,Costa,Tienda fisica,Deportes,Mancuernas 10kg,Nuevo,Tarjeta credito,111.24,4,0.027,432.95,311.47,121.48,5.0,0,False
V104449,2023-02-01,Trujillo,Norte,App movil,Electrodomesticos,Lavadora 12kg,VIP,Billetera digital,734.07,1,0.07,682.69,572.57,110.12,4.5,6,False
V102872,2023-02-01,Trujillo,Norte,Tienda fisica,Deportes,Mancuernas 10kg,Recurrente,Tarjeta debito,131.72,5,0.0,658.6,461.02,197.58,4.0,0,False
V106488,2023-02-02,Arequipa,Sur,Web,Moda,Jean Slim,Nuevo,Tarjeta credito,91.69,2,0.015,180.63,100.86,79.77,4.5,1,False
V109555,2023-02-02,Trujillo,Norte,Tienda fisica,Hogar,Set de Ollas,Recurrente,Tarjeta debito,47.91,4,0.068,178.61,128.4,50.21,3.5,0,False
V103458,2023-02-02,Chiclayo,Norte,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Nuevo,Efectivo,978.14,1,0.088,892.06,762.95,129.11,5.0,0,False
V111026,2023-02-02,Iquitos,Oriente,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,576.17,1,0.112,511.64,472.46,39.18,4.5,0,False
V106033,2023-02-02,Arequipa,Sur,Tienda fisica,Belleza,Perfume 100ml,Recurrente,Billetera digital,58.62,4,0.0,234.48,117.24,117.24,5.0,0,False
V104247,2023-02-02,Lima,Costa,App movil,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,467.73,1,0.002,466.79,383.54,83.25,5.0,2,True
V104135,2023-02-02,Cusco,Sur,Tienda fisica,Hogar,Organizador Modular,Recurrente,Billetera digital,147.79,3,0.016,436.28,297.06,139.22,3.5,0,False
V107272,2023-02-03,Iquitos,Oriente,Web,Hogar,Organizador Modular,Recurrente,Tarjeta debito,148.36,2,0.015,292.27,198.8,93.47,4.0,4,True
V101893,2023-02-03,Cusco,Sur,Web,Moda,Vestido Casual,Recurrente,Tarjeta debito,60.67,2,0.097,109.57,66.74,42.83,5.0,2,False
V111455,2023-02-03,Cusco,Sur,Tienda fisica,Electrodomesticos,Microondas 30L,VIP,Tarjeta debito,338.91,5,0.063,1587.79,1321.75,266.04,5.0,0,False
V100269,2023-02-03,Trujillo,Norte,Marketplace,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta debito,443.07,1,0.097,400.09,363.32,36.77,5.0,2,False
V101901,2023-02-04,Lima,Costa,App movil,Hogar,Set de Ollas,Recurrente,Tarjeta credito,77.59,2,0.0,155.18,103.97,51.21,3.0,5,True
V107169,2023-02-04,Trujillo,Norte,Web,Moda,Jean Slim,Recurrente,Tarjeta credito,39.13,1,0.059,36.82,21.52,15.3,5.0,3,False
V110382,2023-02-04,Lima,Costa,Tienda fisica,Moda,Polo Basico,Nuevo,Tarjeta debito,103.57,3,0.07,288.96,170.89,118.07,5.0,0,False
V102030,2023-02-04,Trujillo,Norte,Marketplace,Moda,Casaca Denim,Recurrente,Billetera digital,112.3,3,0.047,321.07,185.3,135.77,4.0,3,False
V108445,2023-02-04,Lima,Costa,App movil,Moda,Jean Slim,VIP,Tarjeta debito,56.1,4,0.086,205.1,123.42,81.68,3.5,6,False
V107489,2023-02-04,Iquitos,Oriente,Tienda fisica,Belleza,Kit Skincare,Nuevo,Tarjeta credito,64.29,4,0.07,239.16,128.58,110.58,4.0,0,False
V108200,2023-02-04,Piura,Norte,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Nuevo,Efectivo,618.66,1,0.07,575.35,482.55,92.8,3.5,0,False
V100149,2023-02-04,Chiclayo,Norte,Tienda fisica,Moda,Jean Slim,Recurrente,Efectivo,120.39,3,0.041,346.36,198.64,147.72,4.0,0,False
V102037,2023-02-04,Lima,Costa,Web,Electrodomesticos,Aspiradora Robot,Recurrente,Billetera digital,282.79,5,0.065,1322.04,1102.88,219.16,4.0,3,False
V109349,2023-02-05,Lima,Costa,Tienda fisica,Electrodomesticos,Refrigeradora 400L,VIP,Billetera digital,572.84,1,0.095,518.42,446.82,71.6,5.0,0,False
V105186,2023-02-05,Arequipa,Sur,Tienda fisica,Electrodomesticos,Microondas 30L,Recurrente,Billetera digital,419.96,1,0.074,388.88,327.57,61.31,3.5,0,False
V110898,2023-02-05,Arequipa,Sur,Marketplace,Tecnologia,Laptop Pro 14,VIP,Billetera digital,213.86,1,0.134,185.2,175.37,9.83,3.5,7,False
V106425,2023-02-05,Lima,Costa,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Efectivo,355.12,2,0.01,703.14,582.4,120.74,5.0,0,False
V107263,2023-02-05,Lima,Costa,Tienda fisica,Electrodomesticos,Refrigeradora 400L,Recurrente,Billetera digital,252.15,2,0.048,480.09,393.35,86.74,5.0,0,False
V110411,2023-02-05,Trujillo,Norte,Tienda fisica,Deportes,Balon Pro,Recurrente,Tarjeta credito,209.49,1,0.03,203.21,146.64,56.57,4.5,0,False
V100135,2023-02-05,Arequipa,Sur,Tienda fisica,Moda,Jean Slim,Recurrente,Tarjeta debito,85.68,4,0.012,338.61,188.5,150.11,4.0,0,False
V105102,2023-02-05,Chiclayo,Norte,Web,Deportes,Bicicleta MTB,Recurrente,Tarjeta debito,259.88,3,0.118,687.64,545.75,141.89,4.0,8,False
V100084,2023-02-05,Lima,Costa,Web,Deportes,Colchoneta Yoga,Recurrente,Tarjeta debito,198.83,5,0.074,920.58,695.9,224.68,3.5,7,False
V108576,2023-02-05,Lima,Costa,Tienda fisica,Electrodomesticos,Aspiradora Robot,Recurrente,Efectivo,599.22,1,0.0,599.22,467.39,131.83,4.5,0,False
V108874,2023-02-05,Lima,Costa,Web,Moda,Casaca Denim,Recurrente,Billetera digital,56.09,5,0.016,275.96,154.25,121.71,4.0,2,False
V110907,2023-02-06,Cusco,Sur,App movil,Moda,Vestido Casual,Recurrente,Tarjeta credito,31.25,1,0.002,31.19,17.19,14.0,3.5,6,False
V100871,2023-02-06,Chiclayo,Norte,Tienda fisica,Tecnologia,Smartphone X,Nuevo,Tarjeta credito,440.24,1,0.0,440.24,361.0,79.24,4.5,0,False
V109028,2023-02-06,Iquitos,Oriente,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Billetera digital,189.27,3,0.087,518.41,397.47,120.94,4.5,0,False
V105852,2023-02-06,Lima,Costa,Tienda fisica,Electrodomesticos,Refrigeradora 400L,VIP,Tarjeta debito,693.01,1,0.072,643.11,540.55,102.56,4.5,0,False
V104858,2023-02-06,Chiclayo,Norte,Tienda fisica,Tecnologia,Laptop Pro 14,Recurrente,Efectivo,694.73,1,0.006,690.56,569.68,120.88,4.5,0,False
V105498,2023-02-06,Lima,Costa,Web,Tecnologia,Laptop Pro 14,VIP,Tarjeta debito,469.12,1,0.133,406.73,384.68,22.05,3.5,5,False
V108806,2023-02-06,Iquitos,Oriente,Tienda fisica,Hogar,Organizador Modular,Nuevo,Tarjeta credito,163.2,5,0.16,685.44,546.72,138.72,3.5,0,False
V101068,2023-02-06,Iquitos,Oriente,App movil,Tecnologia,Smartphone X,Recurrente,Tarjeta debito,320.91,1,0.0,320.91,263.15,57.76,5.0,6,False
V108348,2023-02-06,Cusco,Sur,Marketplace,Electrodomesticos,Microondas 30L,Nuevo,Efectivo,463.29,1,0.155,391.48,361.37,30.11,4.5,6,False
V110051,2023-02-06,Cusco,Sur,Tienda fisica,Electrodomesticos,Microondas 30L,Recurrente,Tarjeta debito,815.21,1,0.085,745.92,635.86,110.06,3.5,0,False
V103792,2023-02-06,Lima,Costa,Tienda fisica,Belleza,Kit Skincare,VIP,Billetera digital,39.96,5,0.086,182.62,99.9,82.72,4.0,0,False
V106640,2023-02-06,Iquitos,Oriente,App movil,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,586.26,1,0.059,551.67,480.73,70.94,5.0,6,False
V102349,2023-02-07,Lima,Costa,App movil,Deportes,Balon Pro,Nuevo,Efectivo,137.12,2,0.112,243.53,191.97,51.56,3.5,3,False
V107684,2023-02-07,Lima,Costa,Web,Moda,Zapatillas Urbanas,Nuevo,Billetera digital,170.8,3,0.117,452.45,281.82,170.63,3.0,7,False
V107499,2023-02-07,Piura,Norte,Web,Deportes,Balon Pro,VIP,Tarjeta credito,155.64,2,0.0,311.28,217.9,93.38,5.0,6,False
V109736,2023-02-07,Lima,Costa,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Efectivo,402.19,1,0.04,386.1,329.8,56.3,4.0,0,False
V102886,2023-02-07,Lima,Costa,Web,Moda,Zapatillas Urbanas,Recurrente,Tarjeta debito,111.41,5,0.015,548.69,306.38,242.31,3.5,5,False
V101355,2023-02-07,Tacna,Sur,Web,Moda,Jean Slim,Nuevo,Tarjeta debito,94.22,4,0.0,376.88,207.28,169.6,5.0,8,False
V104558,2023-02-08,Huancayo,Centro,Tienda fisica,Electrodomesticos,Lavadora 12kg,VIP,Billetera digital,450.38,1,0.114,399.04,351.3,47.74,4.0,0,False
V103698,2023-02-08,Huancayo,Centro,Marketplace,Hogar,Lampara LED,Nuevo,Tarjeta debito,128.09,2,0.07,238.25,171.64,66.61,4.5,2,True
V109084,2023-02-08,Lima,Costa,App movil,Hogar,Organizador Modular,Nuevo,Billetera digital,148.76,5,0.049,707.35,498.35,209.0,3.5,5,False
V109635,2023-02-08,Piura,Norte,Marketplace,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,623.55,1,0.059,586.76,511.31,75.45,4.5,1,False
V101720,2023-02-08,Lima,Costa,Tienda fisica,Moda,Zapatillas Urbanas,Nuevo,Efectivo,89.5,5,0.051,424.68,246.13,178.55,4.5,0,False
V109172,2023-02-08,Lima,Costa,Web,Tecnologia,Audifonos ANC,Recurrente,Efectivo,578.07,1,0.04,554.95,474.02,80.93,4.0,1,False
V111475,2023-02-08,Arequipa,Sur,Web,Tecnologia,Audifonos ANC,Nuevo,Tarjeta debito,154.53,5,0.074,715.47,633.57,81.9,5.0,2,False
V100589,2023-02-08,Lima,Costa,Web,Hogar,Lampara LED,Recurrente,Tarjeta credito,166.75,4,0.129,580.96,446.89,134.07,3.5,4,False
V104337,2023-02-08,Piura,Norte,Web,Deportes,Balon Pro,Recurrente,Tarjeta credito,279.54,5,0.018,1372.54,978.39,394.15,4.0,1,False
V108883,2023-02-08,Arequipa,Sur,Web,Tecnologia,Smartphone X,Nuevo,Tarjeta credito,350.66,2,0.003,699.22,575.08,124.14,3.5,7,False
V100226,2023-02-08,Lima,Costa,Tienda fisica,Tecnologia,Tablet Air,Recurrente,Tarjeta credito,526.61,1,0.05,500.28,431.82,68.46,5.0,0,False
V109461,2023-02-09,Lima,Costa,Web,Deportes,Mancuernas 10kg,Recurrente,Tarjeta debito,180.12,2,0.022,352.31,252.17,100.14,4.0,1,False
V102556,2023-02-09,Arequipa,Sur,Marketplace,Tecnologia,Tablet Air,Recurrente,Tarjeta credito,293.61,5,0.0,1468.05,1203.8,264.25,5.0,7,False
V103307,2023-02-09,Lima,Costa,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Tarjeta credito,293.19,5,0.093,1329.62,1026.16,303.46,3.5,0,False
V111775,2023-02-09,Chiclayo,Norte,Tienda fisica,Tecnologia,Laptop Pro 14,Recurrente,Billetera digital,266.76,2,0.004,531.39,437.49,93.9,4.0,0,False
V108473,2023-02-09,Cusco,Sur,App movil,Belleza,Kit Skincare,Recurrente,Tarjeta debito,36.82,4,0.007,146.25,73.64,72.61,4.5,2,False
V105029,2023-02-09,Lima,Costa,Tienda fisica,Deportes,Balon Pro,VIP,Efectivo,220.66,2,0.166,368.06,308.92,59.14,3.5,0,False
V102129,2023-02-09,Arequipa,Sur,App movil,Electrodomesticos,Microondas 30L,VIP,Tarjeta credito,438.03,1,0.077,404.3,341.66,62.64,4.0,3,False
V108431,2023-02-09,Lima,Costa,Marketplace,Deportes,Bicicleta MTB,Recurrente,Tarjeta debito,283.12,4,0.128,987.52,792.74,194.78,4.5,2,False
V108105,2023-02-10,Trujillo,Norte,Web,Moda,Polo Basico,Recurrente,Billetera digital,161.09,4,0.0,644.36,354.4,289.96,3.0,4,False
V111143,2023-02-10,Arequipa,Sur,Marketplace,Moda,Jean Slim,Recurrente,Billetera digital,188.23,2,0.057,355.0,207.05,147.95,4.5,7,False
V104379,2023-02-10,Arequipa,Sur,Tienda fisica,Electrodomesticos,Aspiradora Robot,Nuevo,Tarjeta credito,241.32,2,0.0,482.64,376.46,106.18,4.0,0,False
V102580,2023-02-10,Iquitos,Oriente,Marketplace,Hogar,Organizador Modular,Nuevo,Tarjeta credito,191.09,4,0.0,764.36,512.12,252.24,5.0,7,False
V109134,2023-02-10,Chiclayo,Norte,Web,Hogar,Organizador Modular,Nuevo,Tarjeta debito,123.14,2,0.086,225.1,165.01,60.09,3.0,3,False
V106647,2023-02-10,Chiclayo,Norte,Web,Deportes,Mancuernas 10kg,Recurrente,Tarjeta credito,102.17,5,0.051,484.8,357.6,127.2,4.0,2,False
V106273,2023-02-10,Trujillo,Norte,Tienda fisica,Moda,Casaca Denim,Recurrente,Tarjeta credito,85.58,1,0.008,84.9,47.07,37.83,5.0,0,False
V108003,2023-02-10,Iquitos,Oriente,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Efectivo,656.58,1,0.126,573.85,512.13,61.72,3.5,0,False
V105480,2023-02-10,Lima,Costa,Tienda fisica,Moda,Vestido Casual,Nuevo,Tarjeta credito,22.49,1,0.131,19.54,12.37,7.17,4.0,0,False
V111445,2023-02-10,Lima,Costa,Tienda fisica,Electrodomesticos,Lavadora 12kg,VIP,Tarjeta credito,495.64,1,0.061,465.41,386.6,78.81,3.5,0,True
V103332,2023-02-10,Trujillo,Norte,App movil,Tecnologia,"Monitor 27""",VIP,Tarjeta credito,152.72,2,0.146,260.85,250.46,10.39,4.5,3,False
V106876,2023-02-10,Piura,Norte,App movil,Tecnologia,"Monitor 27""",Recurrente,Billetera digital,316.29,2,0.104,566.79,518.72,48.07,4.0,1,False
V111491,2023-02-11,Lima,Costa,Web,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta credito,678.6,1,0.0,678.6,529.31,149.29,4.5,6,False
V108715,2023-02-11,Arequipa,Sur,Web,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,305.57,3,0.019,899.29,751.7,147.59,4.5,2,False
V107018,2023-02-11,Chiclayo,Norte,App movil,Tecnologia,"Monitor 27""",Recurrente,Tarjeta debito,421.78,1,0.0,421.78,345.86,75.92,4.5,8,False
V101204,2023-02-11,Piura,Norte,Tienda fisica,Moda,Zapatillas Urbanas,Recurrente,Tarjeta debito,40.68,3,0.099,109.96,67.12,42.84,4.5,0,False
V103191,2023-02-11,Piura,Norte,Marketplace,Electrodomesticos,Lavadora 12kg,VIP,Tarjeta credito,911.71,1,0.068,849.71,711.13,138.58,5.0,1,True
V106527,2023-02-11,Huancayo,Centro,App movil,Electrodomesticos,Microondas 30L,Nuevo,Efectivo,161.72,4,0.007,642.35,504.57,137.78,3.5,6,True
V103299,2023-02-11,Piura,Norte,Tienda fisica,Belleza,Kit Skincare,Recurrente,Tarjeta credito,22.14,4,0.02,86.79,44.28,42.51,4.0,0,True
V101317,2023-02-11,Lima,Costa,Web,Electrodomesticos,Microondas 30L,Nuevo,Tarjeta debito,369.0,3,0.072,1027.3,863.46,163.84,4.0,6,False
V110310,2023-02-11,Trujillo,Norte,App movil,Hogar,Set de Ollas,Recurrente,Efectivo,136.79,1,0.069,127.35,91.65,35.7,5.0,4,False
V107226,2023-02-11,Lima,Costa,Web,Tecnologia,Tablet Air,Nuevo,Billetera digital,329.99,1,0.045,315.14,270.59,44.55,5.0,5,False
V109816,2023-02-11,Huancayo,Centro,Tienda fisica,Tecnologia,Smartphone X,VIP,Billetera digital,459.37,1,0.053,435.02,376.68,58.34,2.5,0,False
V106054,2023-02-12,Piura,Norte,Web,Tecnologia,Audifonos ANC,VIP,Efectivo,109.0,2,0.109,194.24,178.76,15.48,4.0,5,False
V106975,2023-02-12,Trujillo,Norte,App movil,Tecnologia,Tablet Air,Recurrente,Billetera digital,231.25,5,0.024,1128.5,948.13,180.37,4.5,5,False
V109681,2023-02-12,Lima,Costa,Web,Deportes,Bicicleta MTB,VIP,Tarjeta debito,216.16,4,0.064,809.3,605.25,204.05,5.0,3,False
V110742,2023-02-12,Trujillo,Norte,Web,Belleza,Kit Skincare,Recurrente,Tarjeta debito,27.97,1,0.104,25.06,13.98,11.08,4.0,1,False
V105894,2023-02-12,Arequipa,Sur,Tienda fisica,Tecnologia,Laptop Pro 14,VIP,Tarjeta credito,236.54,3,0.076,655.69,581.89,73.8,4.0,0,False
